> -L"001a"
64.2606070577	-32.2399616427
63.6233061431	-32.643490866
63.0408245281	-32.9926128578
62.6886241387	-33.1909847703
62.3247207811	-33.4648167101
62.1128169102	-33.8000122658
> -L"Untitled Path" -D"FZ_KM_0001-0038 KM, USYD"
61.0744087242	-39.0878701943
60.7360329022	-39.5590560758
60.1856233624	-40.5462992508
59.7101733372	-41.273970042
59.1192783482	-42.1627553982
58.5519281411	-43.0913104058
57.8845214952	-44.0984563948
56.6703746867	-45.8743347641
55.1711502984	-47.7118330486
53.4693195495	-49.5255639028
52.678481521	-50.186440022
52.1539436837	-50.6161409823
51.6488118371	-50.9920106582
51.1378298461	-51.4475746711
> -L"Untitled Path" -D"FZ_KM_0001-0039 KM, USYD"
65.1511417371	-36.3143408921
64.6985026042	-37.0062019434
64.3731843826	-37.817222862
64.1640757198	-38.328230556
63.855683305	-39.0152609116
63.456132019	-39.6816652374
63.0577444272	-40.3991894405
62.1211970881	-42.0873886182
61.8614135902	-42.547258013
58.6412648317	-46.5979439351
57.7082745601	-47.8654886132
56.9419904794	-48.8675842437
56.2448050082	-49.7609216193
55.3819980525	-50.7174003862
53.3036371486	-52.3748490599
52.5361562528	-53.0174926252
> -L"Untitled Path" -D"FZ_KM_0001-0040 KM, USYD"
37.5881141559	-55.9369606858
37.3463356792	-56.3056234912
37.1636119223	-56.5794234276
36.7094502325	-57.2724297474
36.4125857993	-57.6614744186
36.0507257034	-58.183735546
35.2476452803	-59.3049775333
34.1602729654	-60.7448350593
> -L"Untitled Path" -D"FZ_KM_0001-0041 KM, USYD"
38.1313578773	-56.9196816115
37.7159875684	-57.1978060215
37.5366091662	-57.3395190996
37.1782605045	-57.8891613705
35.6575389702	-60.4475144657
34.4576192189	-62.2496542685
33.6165385705	-63.2584660025
32.8015954063	-64.5447871869
> -L"Untitled Path" -D"FZ_KM_0001-0042 KM, USYD"
39.6718357961	-58.3281948509
39.4734157383	-58.4455888676
39.2066291079	-58.6443837956
38.858953181	-59.1201393874
38.6150587131	-59.5557442101
37.7287528294	-61.1598002253
36.8197983494	-62.7200628828
36.3569057038	-63.5320140759
35.8554437965	-64.239393812
> -L"Untitled Path" -D"FZ_KM_0001-0043 KM, USYD"
41.5150211903	-58.7607502771
40.9248352609	-58.994198098
40.4869557717	-59.2672082804
40.0700924061	-59.6315478263
39.6997442421	-60.1801973381
38.7884364722	-61.3677454119
37.9378430955	-62.754886505
> -L"Untitled Path" -D"FZ_KM_0001-0044 KM, USYD"
41.1123414061	-59.5336204655
40.8229446491	-59.6407074939
40.5383388655	-59.8344195703
40.0094977096	-60.4485720835
39.2013532409	-61.4961307306
38.8067370451	-62.0504455909
38.4491309057	-62.7518856213
37.7783914551	-63.9145960365
37.3538201121	-64.520293123
36.7287497104	-65.319081043
> -L"Untitled Path" -D"FZ_KM_0001-0045 KM, USYD"
40.7305625406	-60.7928035528
40.4907109185	-61.075772058
40.1214939657	-61.6492684557
39.6421190089	-62.4110018845
39.3838590672	-62.9991593754
39.0999844245	-63.5145250822
> -L"Untitled Path" -D"FZ_KM_0001-0046 KM, USYD"
75.1122811034	-29.9183487125
74.3799706913	-30.5711827816
73.6476128731	-31.2568382205
72.8439355808	-31.9938353212
72.3368462763	-32.4735117533
71.8020002734	-32.9658071941
71.2540891314	-33.4280115006
70.8018589081	-33.7806703885
70.498260525	-34.0500036912
70.0190899751	-34.4373760831
69.4440097759	-34.9251523536
> -L"Untitled Path" -D"FZ_KM_0001-0047 KM, USYD"
69.3091927475	-35.1459337633
69.0124280425	-35.3708256009
68.7170878522	-35.6068254013
68.1647826625	-36.0325442863
67.0029549805	-36.8372560716
66.3843040349	-37.2543356008
65.7172168731	-37.7256688313
65.2597469526	-38.1395277371
64.9429170458	-38.4827453498
64.7603460479	-38.7943943231
64.5131921722	-39.2156901777
64.3415569213	-39.5400916232
> -L"Untitled Path" -D"FZ_KM_0001-0048 KM, USYD"
68.1100976872	-35.7743087993
67.6169517106	-36.1019078874
66.9255403687	-36.5938792735
66.3371173299	-36.9930610895
65.9366684873	-37.2389508571
65.6031885112	-37.4492356983
65.315908822	-37.6642205833
> -L"Untitled Path" -D"FZ_KM_0001-0049 KM, USYD"
72.8067635626	-32.3241117165
72.38533563	-32.7046437133
72.1072685731	-32.9400568581
71.660814797	-33.3452431108
71.2071817653	-33.7358138054
70.9059448885	-34.0061396208
70.4663611418	-34.3636924131
69.9195498351	-34.7753089225
> -L"Untitled Path" -D"FZ_KM_0001-0050 KM, USYD"
65.6967853253	-38.5663903668
65.3544095491	-38.7824112523
65.2011002695	-38.9438039526
64.9731323208	-39.2418825607
64.6656860025	-39.806307784
64.8302958031	-39.4776350098
> -L"Untitled Path" -D"FZ_KM_0001-0051 KM, USYD"
66.0524005795	-38.9224886232
65.8299694495	-39.0635969268
65.5963486137	-39.2915487813
65.416554438	-39.4870381131
65.2527631065	-39.692164768
65.1135483265	-39.9307811469
64.947495029	-40.3439068735
> -L"Untitled Path" -D"FZ_KM_0001-0052 KM, USYD"
66.0895732189	-39.4421001349
65.8375169919	-39.5387298625
65.6908541866	-39.6690451704
65.5480595635	-39.8841122792
65.3949848522	-40.1981160515
65.2725504838	-40.5079520263
> -L"Untitled Path" -D"FZ_KM_0001-0053 KM, USYD"
76.3884313495	-31.6383763442
76.1722732445	-31.934677232
75.8596172597	-32.1669579797
75.4535519776	-32.4684611426
74.9457949104	-32.9053185624
74.3490203661	-33.3956919971
73.9257327995	-33.8034466567
73.4255876771	-34.3110940754
72.7927006475	-34.8172163603
72.18525047	-35.341248625
71.4953861942	-35.9420189741
71.0338267272	-36.3054185924
70.4399740851	-36.7301704536
69.950425766	-37.0791418269
69.3222353999	-37.524868021
> -L"Ter Tholen" -D"FZ_KM_0001-0054 KM, USYD"
77.3228549029	-33.7577786003
76.5593197286	-34.2990886605
76.0436585515	-34.70853535
75.3936190282	-35.2557905241
74.9123201641	-35.6870025798
74.4815929943	-36.0957857773
73.8737781788	-36.6172133486
73.3969751567	-36.9896062175
72.9960033449	-37.3353395617
72.421385768	-37.7760966675
71.4205502574	-38.6189274785
70.4559089553	-39.2679788384
69.4432081156	-39.8775308167
69.1957041679	-40.0607867365
68.9140422882	-40.3727651522
68.4092320872	-40.6127000272
68.1236729763	-40.7277086336
67.6012160991	-41.0272760008
66.4485352681	-42.0318450267
66.2191651695	-42.3380516249
65.9801308933	-42.6900391231
65.7396791615	-43.0605537823
65.6238776034	-43.2722035362
> -L"Untitled Path" -D"FZ_KM_0001-0055 KM, USYD"
66.7559930645	-40.6197406729
66.5125696194	-40.7598483665
66.4612966193	-40.8811645165
66.4605504692	-41.0655694882
66.4079886488	-41.2308718633
66.2093665702	-41.5216214196
65.922031764	-41.9468540424
65.7328937227	-42.3059010764
65.3997235674	-42.9044526069
65.3304976972	-43.0281277475
> -L"Zeewolf" -D"FZ_KM_0001-0056 KM, USYD"
75.1439208965	-37.9786732997
74.6585272599	-38.3457329197
74.2340806063	-38.6853082045
73.8817607069	-38.98447721
73.4698805389	-39.389104904
73.1896630617	-39.6128806498
72.9803663249	-40.1059837893
72.7672361814	-40.5054573678
72.0843213023	-41.0476957094
71.4233945329	-41.5118217228
70.4082904636	-42.1855977601
70.1220962457	-42.3607606192
69.8698252613	-42.5344063798
69.6755002866	-42.6356501889
69.3671136541	-42.6839613646
69.1521571013	-42.8712138421
68.790758299	-43.1449054799
> -L"Nieuw Amsterdam" -D"FZ_KM_0001-0057 KM, USYD"
76.627400506	-38.2715534058
75.9129107263	-38.9510850478
75.3996394776	-39.4533965201
74.8028047776	-39.9352387759
74.3402670113	-40.2878779305
73.7733104925	-40.7159918298
73.1143562166	-41.2317490739
72.498584921	-41.6671093415
71.9841051528	-42.0529260147
71.355671605	-42.515260289
70.988317785	-42.7928650927
> -L"St. Paul" -D"FZ_KM_0001-0058 KM, USYD"
76.6578929874	-39.6810357984
75.9654533804	-40.2597957072
75.4795191112	-40.6486935437
75.0655513025	-40.9549048013
74.7337385681	-41.232648227
74.2066424434	-41.6203703965
73.6646561506	-42.0256243098
73.0308356466	-42.4086915139
72.7553586774	-42.6317907769
72.253045163	-42.9406069874
71.6576122512	-43.3543413554
71.2512505232	-43.6027296662
70.9153866533	-43.8194346468
> -L"Vlamingh" -D"FZ_KM_0001-0059 KM, USYD"
73.7199852577	-46.3948457128
75.0868105685	-45.4664031768
76.1102826026	-44.7389224497
76.3765699285	-44.6237145883
76.6812623893	-44.3252051449
77.5602818012	-43.6765719002
78.5951400716	-42.8325522229
79.1884039426	-42.3290588679
79.9424629647	-41.8301518044
> -L"Vlamingh" -D"FZ_KM_0001-0060 KM, USYD"
80.8809886318	-41.0584848943
81.7598935815	-40.341997171
82.611995484	-39.6070025536
83.6302551416	-38.5317622454
84.0932623297	-37.965508697
84.5774078593	-37.3810400021
85.1451424901	-36.7738424518
85.5731647159	-36.306078691
86.0018722482	-35.8727488286
86.3338445307	-35.5170854013
86.8776568447	-34.8944715535
> -L"Geelvinck" -D"FZ_KM_0001-0061 KM, USYD"
83.5481149431	-42.9317522599
82.7081036122	-43.6724986988
81.8762203871	-44.4122363618
81.2879600578	-44.9779012225
80.5156867188	-45.6652519761
79.8500164878	-46.1937494897
> -L"Untitled Path" -D"FZ_KM_0001-0062 KM, USYD"
82.5881684191	-43.4754158602
82.1429687241	-43.8785129246
81.7523367786	-44.23917319
81.2423218994	-44.7148335338
80.5556448203	-45.2842529927
79.8551127375	-45.8805419047
79.3687782464	-46.2236578113
78.9324694155	-46.5625859129
78.3802852108	-47.0245880643
> -L"Geelvinck" -D"FZ_KM_0001-0063 KM, USYD"
85.9653048487	-40.8182522929
86.3770705289	-40.3900754703
87.0735045699	-39.6245779779
87.820581842	-38.6468081427
88.298828367	-38.0123023241
88.6335983864	-37.5262106976
89.453307671	-36.5767792007
> -L"Untitled Path" -D"FZ_KM_0001-0064 KM, USYD"
87.1606517151	-39.7989356824
87.5492634523	-39.3620794992
88.2604334524	-38.5020255648
88.7658617183	-37.7972141302
89.6906612568	-36.5814642057
> -L"Untitled Path" -D"FZ_KM_0001-0065 KM, USYD"
103.00045718	-35.9504460897
102.207436555	-37.4997079068
101.250825083	-39.2405294477
100.463383875	-40.5143419083
99.9872906598	-41.353409151
99.1677080454	-42.6994192997
98.5508845052	-43.6483993291
97.7904498942	-44.7380335389
> -L"Untitled Path" -D"FZ_KM_0001-0066 KM, USYD"
100.459012228	-47.0218758454
100.965813842	-46.2981132479
101.467978172	-45.5117335325
101.871694372	-44.8829392102
102.395298445	-44.1294488864
> -L"Untitled Path" -D"FZ_KM_0001-0067 KM, USYD"
99.5333162868	-48.0439520404
99.0537303302	-48.6366039554
98.7590442802	-48.906205569
98.4304712861	-49.3144134965
97.6995254035	-50.2109422101
97.289940605	-50.735696981
96.7313315938	-51.3356686169
> -L"Untitled Path" -D"FZ_KM_0001-0068 KM, USYD"
86.5817020098	-55.3352359599
87.2319492699	-54.7234637212
88.4766908007	-53.6980384987
89.119889152	-53.1563447255
90.2909939257	-52.2016542952
90.7659708224	-51.7802022173
91.806328776	-50.7009904462
92.7469255575	-49.7480652932
93.4636921494	-48.9147727654
94.4587682752	-47.8168496583
95.6517939648	-46.6618608644
> -L"Untitled Path" -D"FZ_KM_0001-0069 KM, USYD"
91.2477837834	-50.7165758111
92.3811661926	-49.4588678068
92.736772176	-49.0463681507
93.3488523756	-48.3694098162
94.2970856898	-47.3858959736
95.2622127448	-46.3616222344
> -L"Untitled Path" -D"FZ_KM_0001-0070 KM, USYD"
96.9915750818	-44.8601318004
97.4592995185	-44.1629234909
98.540314391	-42.7059732346
99.2686525591	-41.6033274406
> -L"Untitled Path" -D"FZ_KM_0001-0071 KM, USYD"
106.772938324	-48.5306665952
107.360637891	-47.5263643195
108.476281467	-45.8158468722
109.115474239	-44.5906945884
109.736887431	-43.2378620524
110.083179102	-42.3977339232
110.247501586	-41.7538709225
110.609714853	-41.188579032
111.211733522	-39.8601116103
> -L"Untitled Path" -D"FZ_KM_0001-0072 KM, USYD"
103.431102901	-51.2035251107
103.816566266	-50.6507411438
104.231861481	-50.0671772382
104.595957	-49.5829055698
105.124538388	-48.9708947935
106.234076807	-47.5012014316
106.889256862	-46.5971212494
> -L"Untitled Path" -D"FZ_KM_0001-0073 KM, USYD"
106.377656261	-49.1388939061
105.760877482	-50.0099550903
105.372522515	-50.5262307262
105.054546881	-51.0151065134
104.797108359	-51.4795938385
104.631940364	-51.7673548479
103.991313726	-52.7557636701
103.587200631	-53.4323701242
103.317115955	-53.8805163367
102.536374733	-54.8848128999
101.614201521	-55.9355991584
100.879651992	-56.8229143999
100.286992096	-57.4978785752
> -L"Untitled Path" -D"FZ_KM_0001-0074 KM, USYD"
108.386973338	-49.1018476697
108.585703698	-48.7465289429
108.989882827	-48.0317130898
109.418013361	-47.2593559222
109.773678589	-46.822423803
> -L"Untitled Path" -D"FZ_KM_0001-0075 KM, USYD"
108.224248664	-49.302910779
107.91878692	-49.5178545279
107.56805019	-49.8847088158
107.32090226	-50.1933003632
107.081751669	-50.5841927321
106.913572589	-50.9809734527
106.755532797	-51.2982456803
> -L"Zeehaen" -D"FZ_KM_0001-0076 KM, USYD"
113.949320351	-50.4438645909
113.492623296	-51.4418333931
112.921725924	-52.6805017972
112.376360277	-53.7932470157
111.639633903	-55.3113520707
110.892436609	-56.7038608015
109.433754392	-58.803107019
108.864449684	-59.4571280304
108.331455493	-60.1382845616
> -L"Zeehaen" -D"FZ_KM_0001-0077 KM, USYD"
114.418745626	-49.845304108
114.806608549	-49.152528091
115.156122204	-48.4396470959
115.582258768	-47.4260592684
116.569278493	-44.2821981428
116.947113684	-43.2025836492
117.507863347	-41.6742858466
117.810290296	-40.8097641169
117.885102293	-40.5084570099
117.900866069	-40.0794536388
> -L"Heemskerck" -D"FZ_KM_0001-0078 KM, USYD"
116.276852695	-49.7886330401
115.742509164	-50.7171591288
115.402196313	-51.3541715775
115.025437801	-52.4363757278
114.695592764	-53.4330339424
114.29404025	-54.4612888079
113.661192739	-55.5976294654
113.206655097	-56.4660502714
112.516108394	-57.7217867031
111.927942775	-58.6398183898
111.4694428	-59.3807030422
111.026898339	-60.0755731649
> -L"Heemskerck" -D"FZ_KM_0001-0079 KM, USYD"
116.603396329	-49.1700434439
116.870389125	-48.7008391823
117.156239572	-48.1580716995
117.364071319	-47.6899016303
117.67950406	-46.8214095793
117.858835217	-46.2329186288
118.064615303	-45.4420418924
118.341312612	-44.4416570369
118.481375915	-43.9305424607
118.719069725	-43.0843275837
118.788004306	-42.7252274629
118.856696015	-42.0466291717
> -L"Untitled Path" -D"FZ_KM_0001-0080 KM, USYD"
117.244217799	-53.4881698161
116.973835215	-54.2196554038
116.581332448	-55.2746933947
116.357746784	-55.8135906754
115.683571645	-57.3151574286
115.487252201	-57.7197937771
> -L"Untitled Path" -D"FZ_KM_0001-0081 KM, USYD"
120.350134461	-45.5835598231
120.567245921	-44.7223704444
120.816267216	-43.8168521168
120.894820606	-43.4023432487
120.968037778	-43.1421734997
121.148155195	-42.4630084691
> -L"Untitled Path" -D"FZ_KM_0001-0082 KM, USYD"
120.148828129	-50.0849281372
119.902889237	-50.5980604242
119.556873919	-51.3985512644
> -L"Untitled Path" -D"FZ_KM_0001-0083 KM, USYD"
120.773599978	-49.3524325838
120.330449091	-50.3816735079
119.747945139	-51.7972024666
119.438511061	-52.70413395
119.245961396	-53.4139576951
118.998443312	-54.2267643676
118.806861409	-54.7829198265
118.558573996	-55.3868972758
118.384111944	-55.7210692374
118.384400089	-56.0629093187
118.212673735	-56.4268997399
117.583947135	-57.9285831941
117.059119313	-59.2360519016
> -L"Untitled Path" -D"FZ_KM_0001-0084 KM, USYD"
121.052649015	-48.838772289
121.344143304	-48.0956120321
121.528708881	-47.4891577354
121.785717649	-46.6024624457
121.874719733	-45.9988483917
121.978471907	-45.4307903678
122.117546649	-44.810541779
122.202406314	-43.8908405651
> -L"Untitled Path" -D"FZ_KM_0001-0085 KM, USYD"
121.61067722	-48.960397144
121.936214247	-48.10007629
122.086691947	-47.5698575283
122.226715021	-47.1291802814
122.362612376	-46.5081514034
122.447020085	-46.1446802021
122.640933658	-45.3755479955
> -L"Untitled Path" -D"FZ_KM_0001-0086 KM, USYD"
121.340411487	-49.7878593238
121.17522663	-50.1158592811
120.919362521	-50.4586600002
120.839479388	-50.8610601985
120.468945354	-51.573206521
120.246515935	-52.3201110174
> -L"Untitled Path" -D"FZ_KM_0001-0087 KM, USYD"
123.569259767	-48.9789075098
123.742979566	-48.5309136555
123.885722625	-48.1432041524
123.990803467	-47.8059305157
124.129234748	-47.3913832604
124.182599132	-47.0253094166
> -L"Untitled Path" -D"FZ_KM_0001-0088 KM, USYD"
123.252985974	-49.6071901233
123.093949639	-50.0607012708
122.927533836	-50.5229106533
122.777132416	-50.9737336971
122.666286902	-51.240115029
122.663440147	-51.4267912248
122.488912393	-51.7850493344
122.355577873	-52.3186344016
> -L"Ter Tholen" -D"FZ_KM_0001-0089 KM, USYD"
78.1033605049	-33.1588512639
78.5147391788	-32.7829051888
79.0193386681	-32.2963337815
79.5142915805	-31.7552295216
79.841297123	-31.4091754309
80.9168064543	-30.207694659
81.5653146907	-29.4025334967
82.2827715177	-28.4968765573
83.1978826654	-27.2460700809
83.7576968268	-26.3972809268
84.025487862	-25.9829475491
84.3768240631	-25.501638736
84.4156533291	-25.2896987579
84.4963542815	-24.5945848145
84.4988965974	-24.3585747388
84.5073478821	-24.1025897223
84.4826208704	-23.771648028
> -L"Untitled Path" -D"FZ_KM_0001-0090 KM, USYD"
123.992919238	-48.8298062609
124.149383015	-48.331107225
124.283710713	-47.9559264787
124.414608275	-47.5561684116
124.477185712	-47.3361598639
124.49708932	-46.8984703151
124.528333752	-46.4640192483
124.75630399	-45.7039037236
124.875170695	-45.1030432032
125.08109681	-44.0380006006
> -L"Untitled Path" -D"FZ_KM_0001-0091 KM, USYD"
123.83734866	-49.103599288
123.655385697	-49.592314684
123.457254664	-50.0531846011
123.340248815	-50.4222109432
123.03756239	-51.1492760368
122.860687372	-51.644172488
122.764293823	-52.0313174304
122.632124296	-52.5325994456
122.634525058	-53.1678045707
122.555040039	-53.5676134492
122.459172547	-54.0202665639
122.326937369	-54.5596034591
> -L"Untitled Path" -D"FZ_KM_0001-0092 KM, USYD"
126.358057311	-48.6457225125
126.472367063	-48.2408612555
126.583462551	-47.8255165667
126.701753868	-47.2803493605
126.772816205	-46.8260456184
126.801442274	-46.5800397299
126.890711185	-46.0599191202
126.967980918	-45.5075261811
127.043153888	-44.9922531858
127.111942105	-44.5963238573
127.163351511	-44.2804321872
127.305552032	-44.1395347749
127.348023246	-43.7372705549
127.449588166	-43.1668565938
127.545889389	-42.459822302
127.635200882	-41.9832942322
127.714663679	-41.5305478586
> -L"Untitled Path" -D"FZ_KM_0001-0093 KM, USYD"
127.528320741	-48.7886982777
127.667108544	-48.3995712896
127.819440122	-47.859985347
127.883118227	-47.2712492078
127.860563089	-46.7737024916
127.93653655	-46.6019503936
127.937594684	-46.2487614144
128.028351631	-45.6807886924
128.061660361	-45.1627398767
128.056696411	-44.5373300614
128.124935428	-43.8011567195
128.162946671	-43.5083666638
128.163304406	-43.2528793753
> -L"Untitled Path" -D"FZ_KM_0001-0094 KM, USYD"
125.922267623	-49.8165028303
125.733865278	-50.530239026
125.524977121	-51.1779315082
125.401027395	-51.6905311595
125.299910378	-52.2707754266
125.241257024	-52.7543745883
125.147758331	-53.3060376774
125.077956383	-53.8658027596
124.983491454	-54.7397583019
124.900692866	-55.3772157152
124.646719632	-56.7231949603
> -L"Untitled Path" -D"FZ_KM_0001-0095 KM, USYD"
127.066966271	-50.1616634865
126.945465957	-50.6539357779
126.710892716	-51.4650634239
126.638327384	-52.0222761451
126.265052497	-53.7155372768
126.126311043	-54.3617164993
125.971951587	-55.0330395731
125.846922148	-55.606360619
125.78488552	-56.083406691
> -L"George V" -D"FZ_KM_0001-0096 KM, USYD"
139.790747445	-50.2541630314
139.70147057	-49.4339368143
139.643394555	-48.8711430149
139.585231058	-48.3110584036
139.514634986	-47.6109771008
139.428534637	-46.7776149328
139.399839901	-46.3344637874
139.370596071	-46.0334989348
139.305170933	-45.5522041752
139.286508817	-45.0637968281
139.341826614	-43.2494085782
> -L"Untitled Path" -D"FZ_KM_0001-0097 KM, USYD"
139.366118531	-50.4500685108
139.312472615	-51.4179613728
139.247815416	-51.9992289097
139.293057597	-53.1368106073
139.496282756	-54.1892616566
139.681116302	-55.199534401
139.959896918	-56.0933701104
140.159793059	-56.7570805869
140.326273122	-57.1926297311
140.415482488	-57.6832904951
140.496805856	-58.0957550321
140.58275954	-58.6802525222
140.695415611	-59.1839162219
140.741105981	-59.4932991827
> -L"Untitled Path" -D"FZ_KM_0001-0098 KM, USYD"
140.514695652	-51.033897878
140.455108559	-50.4828924679
140.403396975	-50.0074348713
140.190323228	-49.0384643396
140.041721763	-47.9886264975
139.942323081	-47.4016745698
139.849007788	-46.0819713883
139.830750245	-45.7739679604
> -L"Untitled Path" -D"FZ_KM_0001-0099 KM, USYD"
141.692160532	-59.1277666662
141.571732179	-58.5673897157
141.361695272	-57.9384190029
141.179120429	-57.297183991
141.010998947	-56.6428998694
140.882102453	-56.177545627
140.730633781	-55.6037775895
140.567855329	-55.0956508464
140.373118613	-54.2428773482
> -L"Saint Vincent" -D"FZ_KM_0001-0100 KM, USYD"
144.137782398	-54.5732391091
144.055598899	-54.8871238446
144.086842196	-55.495859666
144.27037638	-56.1427981724
144.516903101	-56.9783157304
144.69122284	-57.3705809373
144.907244588	-57.7529216613
145.048929347	-58.1485626267
145.348280537	-58.9132019882
145.796348979	-59.8959342873
146.092880956	-60.5907717256
146.198449736	-60.7863669365
> -L"Untitled Path" -D"FZ_KM_0001-0101 KM, USYD"
140.984374148	-53.439632931
140.972557699	-52.7230987523
140.947067805	-52.1564621441
140.783165205	-51.2756411751
140.725890776	-50.8371995916
> -L"Untitled Path" -D"FZ_KM_0001-0102 KM, USYD"
140.095294101	-51.7576900045
140.111420661	-51.1649722407
140.072999103	-50.6222460465
> -L"Balleny" -D"FZ_KM_0001-0103 KM, USYD"
154.06158606	-60.4595496716
153.414123267	-59.6737793739
152.877329442	-58.878923676
152.462189906	-58.1932792189
151.984638784	-57.1823753193
151.485695928	-56.0666748905
151.23153929	-55.5065437417
150.649128923	-53.8509299919
150.435282681	-52.7648991104
149.935475865	-51.2553572961
149.609831695	-50.5254250194
149.276319615	-49.5952847581
149.033169395	-48.6247808004
148.95054166	-48.1147364371
> -L"Untitled Path" -D"FZ_KM_0001-0104 KM, USYD"
156.188275022	-63.0050379328
156.803302475	-63.5123643629
157.855803832	-64.2597425301
158.762316626	-64.912782809
159.642522685	-65.5303329679
> -L"Tasman" -D"FZ_KM_0001-0105 KM, USYD"
150.328564379	-59.486271328
149.913815358	-58.650494547
149.535586473	-57.8704295729
149.189712747	-57.0989404062
148.891244685	-56.296572777
148.562975959	-55.3796443264
148.300475634	-54.5847814828
148.156888774	-54.0499611177
147.916674081	-53.0561884369
147.72222425	-52.2898017928
> -L"Untitled Path" -D"FZ_KM_0001-0106 KM, USYD"
150.894132726	-60.428363911
151.187967893	-60.9228128153
151.790746835	-61.6894027396
152.210956294	-62.1923425683
152.724520897	-62.696836786
153.61700232	-63.6233946249
154.469566593	-64.3179176697
155.152212169	-64.9483442393
155.708009135	-65.5295778798
> -L"Untitled Path" -D"FZ_KM_0001-0107 KM, USYD"
149.820419307	-59.6335408017
150.250424957	-60.3823526379
150.700311601	-61.0525107608
151.053186819	-61.5112563523
151.425143381	-61.9638652023
151.937568599	-62.5020129177
152.403148481	-63.0304295441
153.487820407	-64.157064367
153.968296694	-64.6156752953
154.36375331	-65.009317994
155.180140002	-65.8486182245
> -L"Untitled Path" -D"FZ_KM_0001-0108 KM, USYD"
149.524784012	-59.6276182038
149.645700688	-60.0162882342
149.8518481	-60.3873142491
150.164481183	-60.8275847315
150.698278329	-61.5397848195
151.022688566	-61.9623651248
151.581809625	-62.6136675352
151.962567676	-63.0253151757
> -L"Untitled Path" -D"FZ_KM_0001-0109 KM, USYD"
149.636117889	-59.0167380337
149.38265921	-58.5236478014
149.004195642	-57.7951139766
148.701990865	-57.0719831734
148.593984009	-56.8007700016
148.371035937	-56.2659812744
148.163190043	-55.6406490941
147.964119621	-55.0569086489
147.850797962	-54.6003327274
147.713229809	-53.9313672006
147.58701461	-53.455329041
> -L"Untitled Path" -D"FZ_KM_0001-0110 KM, USYD"
146.517079313	-55.9709367256
146.681297536	-56.4215969412
146.798958916	-56.8193929823
146.991836987	-57.4038114571
147.187086914	-57.8670675763
147.469865514	-58.3221710922
147.634340525	-58.6123495289
147.889825672	-59.0610668665
148.359533431	-60.0028824202
149.09356766	-61.1741515887
149.449510196	-61.634567054
150.00282951	-62.468424181
> -L"Untitled Path" -D"FZ_KM_0001-0111 KM, USYD"
153.450431766	-66.0402059299
153.049757493	-65.5403087425
152.560784117	-64.9967120071
152.156393726	-64.5781806958
151.668434427	-64.0563947111
151.359868424	-63.6938177343
> -L"Untitled Path" -D"FZ_KM_0001-0112 KM, USYD"
152.724035364	-64.5063541207
152.157313267	-63.8635441715
151.496094839	-63.1366656447
150.930910813	-62.4700837874
150.211845916	-61.6512988808
149.75432585	-60.9749931265
149.418939659	-60.4665928844
148.779553467	-59.284304334
148.326163101	-58.4361304727
148.023937143	-57.6179045882
> -L"Untitled Path" -D"FZ_KM_0001-0113 KM, USYD"
148.325365597	-57.4033446967
148.102192769	-56.8169266374
147.962677312	-56.4287769002
147.800597805	-55.962958945
147.678935862	-55.4665494053
147.538733072	-55.0294594857
147.308544449	-54.4386448346
147.081400267	-53.6571842662
146.808345373	-52.8493254988
146.602844458	-52.1928235988
146.523870733	-51.8498035176
146.329418976	-50.9269158328
146.186451521	-50.3668228897
> -L"Untitled Path" -D"FZ_KM_0001-0114 KM, USYD"
146.60677694	-55.105026727
146.545407202	-54.6397834531
146.46158202	-54.1506717242
146.388298285	-53.6961139418
146.273444563	-53.2484588734
146.000369441	-52.4615238713
145.804019838	-51.8802083989
145.702303574	-51.4932179878
145.242461102	-50.0388082107
145.002021114	-48.8224458454
> -L"Gambier" -D"FZ_KM_0001-0115 KM, USYD"
147.228154123	-56.4961568774
147.428794302	-56.9110487961
147.588397015	-57.3410675567
147.760002214	-57.745448147
147.913713466	-58.1356455572
148.144539528	-58.6529548153
> -L"Untitled Path" -D"FZ_KM_0001-0116 KM, USYD"
147.411221025	-55.9919526772
147.230884231	-55.3505249181
147.11396986	-54.6449295333
146.84807973	-53.8863525929
146.617616252	-53.180090081
146.417999165	-52.4625119288
146.154347306	-51.9897826898
146.071681701	-51.6051013734
145.81062892	-50.6536113247
145.739559719	-50.182607378
> -L"St. Paul" -D"FZ_KM_0001-0117 KM, USYD"
83.4042072256	-33.8286359804
82.9414436834	-34.3255349006
82.5780424583	-34.7436754173
82.2720765079	-35.1098028584
82.0391861361	-35.3723908895
81.7599888818	-35.6944909512
81.6498072151	-35.8149485957
81.4935995562	-36.0277001883
81.3468393361	-36.2079668665
81.270879502	-36.4039619144
81.1216565575	-36.5526774685
80.8242857335	-36.8481308869
80.5367959889	-37.0755398058
80.2528412572	-37.2987604352
> -L"Untitled Path" -D"FZ_KM_0001-0118 KM, USYD"
76.8038562746	-31.3922436045
77.1389043771	-31.1202637915
77.9017411432	-30.3735162551
78.352865776	-29.9083068114
78.7482950991	-29.4981173604
79.2114179076	-28.9446916246
79.5512338042	-28.5116984794
79.9174978655	-28.0363629344
80.899542099	-26.9038642421
> -L"Untitled Path" -D"FZ_KM_0001-0119 KM, USYD"
77.0198220238	-28.3108769334
77.5234413344	-27.7037512673
77.8906154511	-27.2765022484
