> -L"001a"
> -L"Untitled Path" -D"FZ_KM_0001-0908 KM, USYD"
163.729496623	-54.6627176612
163.808242036	-55.5477683484
163.892108427	-56.2481499365
163.907015756	-56.9309673831
164.103459153	-57.8472089521
164.159478533	-58.3269972689
> -L"Untitled Path" -D"FZ_KM_0001-0909 KM, USYD"
-104.055115132	-35.776933165
-104.705349311	-35.736234365
-105.031631005	-35.7495039775
> -L"Untitled Path" -D"FZ_KM_0001-0910 KM, USYD"
-101.733100887	-35.9713095881
-100.954540511	-35.9559604806
-100.222129631	-35.9559463419
> -L"Untitled Path" -D"FZ_KM_0001-0911 KM, USYD"
-105.996790312	-35.4912565388
-105.334959893	-35.5089018732
-104.765357588	-35.5407581368
> -L"Untitled Path" -D"FZ_KM_0001-0912 KM, USYD"
-104.558980908	-35.4351861961
-103.880026159	-35.4829560896
-103.310554343	-35.5295866745
-102.945902965	-35.5513390512
> -L"Untitled Path" -D"FZ_KM_0001-0913 KM, USYD"
-85.1888898453	-57.4538349172
-84.1839299133	-57.7681369022
-82.8383151467	-58.2919601121
> -L"Untitled Path" -D"FZ_KM_0001-0914 KM, USYD"
-88.9016313783	-55.8023141032
-88.1382801776	-56.0174746093
-87.3229212054	-56.2827862019
-86.1642620908	-56.7054543869
-85.4660886603	-56.8766820724
-85.011296375	-57.0277209837
-84.7219589366	-57.2266934632
> -L"Untitled Path" -D"FZ_KM_0001-0915 KM, USYD"
-84.097307237	-56.4650985249
-83.9944936123	-56.1403416957
-83.4857304503	-55.3261819156
-82.8331297122	-54.564452949
> -L"Untitled Path" -D"FZ_KM_0001-0916 KM, USYD"
-84.9265605901	-55.6403789687
-84.8789168256	-55.3858096945
-84.6598445933	-54.9954559622
-83.8462836346	-53.9611710868
> -L"Untitled Path" -D"FZ_KM_0001-0917 KM, USYD"
-72.7350963942	-57.6682682987
-71.6892979205	-58.145125075
-70.1070751096	-58.8851402635
> -L"Untitled Path" -D"FZ_KM_0001-0918 KM, USYD"
-169.191893166	-3.32448915011
-170.158867357	-3.75884905804
-171.13518928	-4.03159497313
-172.153314454	-4.26412479133
> -L"Untitled Path" -D"FZ_KM_0001-0919 KM, USYD"
149.964265332	32.3810196229
150.874767682	32.0682210595
151.628079743	31.7847133205
152.518916407	31.5021614889
153.354071392	31.2012464469
> -L"Untitled Path" -D"FZ_KM_0001-0920 KM, USYD"
153.027455499	32.2808076853
154.022413131	31.9881918562
154.870894005	31.730130646
> -L"Ortelius" -D"FZ_KM_0001-0921 KM, USYD"
162.607354881	25.0055989942
163.020896984	25.6610780989
163.344589367	26.1124784533
163.770858037	26.7372677053
165.037550766	27.5383941922
> -L"Untitled Path" -D"FZ_KM_0001-0922 KM, USYD"
175.808855557	10.4992012314
176.888689606	10.0901556562
> -L"Untitled Path" -D"FZ_KM_0001-0923 KM, USYD"
177.067729619	11.5254286707
177.693552442	11.413183372
178.238009173	11.3158105698
> -L"Untitled Path" -D"FZ_KM_0001-0924 KM, USYD"
178.041864542	8.62781882915
178.937300615	8.17848607513
179.518770736	7.7526051247
> -L"Untitled Path" -D"FZ_KM_0001-0925 KM, USYD"
178.63676852	10.3570036484
179.168096017	9.96889019551
179.712573204	9.67184245413
> -L"Untitled Path" -D"FZ_KM_0001-0926 KM, USYD"
174.570777498	7.79274630531
173.988974487	9.03607339334
173.237759535	10.5994629299
> -L"Vening Meinesz" -D"FZ_KM_0001-0927 KM, USYD"
168.255281006	-31.7166719125
169.329314812	-32.560851591
171.334821276	-33.6331512111
172.621084765	-34.2716749423
> -L"Untitled Path" -D"FZ_KM_0001-0928 KM, USYD"
169.353248422	-25.6584803401
170.575759548	-26.305212011
171.985195061	-26.9716643249
173.075537306	-27.3610186807
> -L"Untitled Path" -D"FZ_KM_0001-0929 KM, USYD"
172.996432031	-23.0548646146
174.428976785	-22.6515988859
176.096794652	-21.7693992135
177.51490588	-20.7357638346
179.239606384	-19.3333360677
> -L"Untitled Path" -D"FZ_KM_0001-0930 KM, USYD"
-164.094701193	-39.7414510315
-164.189664527	-37.441446674
-164.580675372	-33.7851352185
-164.973533014	-31.1128755143
-165.271479942	-29.2199139011
-165.63498078	-27.5015732688
> -L"Untitled Path" -D"FZ_KM_0001-0931 KM, USYD"
-159.908773447	-41.1495969035
-161.044825953	-38.9082464565
-161.807364258	-36.0261502048
-161.89197879	-35.0525697956
-161.822097879	-33.1337758542
> -L"Untitled Path" -D"FZ_KM_0001-0932 KM, USYD"
157.597506665	-43.4791648952
158.239673735	-43.1427754114
158.53859458	-42.9826783099
159.413312493	-42.4325839544
> -L"Untitled Path" -D"FZ_KM_0001-0933 KM, USYD"
153.988028396	-43.3562297391
156.662706764	-42.2395148075
157.410963002	-41.8912778084
> -L"Untitled Path" -D"FZ_KM_0001-0934 KM, USYD"
158.064576355	-46.4114587382
158.54959854	-46.1004641869
158.934860216	-45.8804565844
159.597131161	-45.4456937652
> -L"Untitled Path" -D"FZ_KM_0001-0935 KM, USYD"
153.620981987	-44.6296421173
155.354095831	-43.9554976346
156.28865259	-43.5543253032
156.929516886	-43.3067554372
> -L"Untitled Path" -D"FZ_KM_0001-0936 KM, USYD"
-101.743978429	-7.379000211
-101.464389368	-7.39001174236
-101.177399731	-7.34446519422
-100.941626595	-7.29026305267
-100.515523161	-7.17179691451
> -L"Untitled Path" -D"FZ_KM_0001-0937 KM, USYD"
-101.60558429	-7.15699006633
-101.384087496	-7.1584315383
-101.073850735	-7.10256190146
-100.803474507	-7.01099711562
-100.499226635	-6.88166185054
-100.23181921	-6.79636364138
> -L"Untitled Path" -D"FZ_KM_0001-0938 KM, USYD"
-76.4462387688	-33.4077866659
-75.1610826382	-33.0731328772
-73.5700181549	-32.6219597198
> -L"West O&apos;Gorman" -D"FZ_KM_0001-0939 KM, USYD"
-108.475756434	13.8622146845
-108.23108653	13.6114528997
-107.851053578	13.4158020516
-107.269686882	13.2094412343
-106.739068729	13.0136091505
-106.314100842	12.9703035539
> -L"Untitled Path" -D"FZ_KM_0001-0940 KM, USYD"
-135.800558258	39.7477233836
-135.085756102	39.7361014612
-133.864637621	39.7988293409
-133.38171775	39.8809533954
> -L"Untitled Path" -D"FZ_KM_0001-0941 KM, USYD"
-58.5064845455	-57.7755766448
-57.3341813083	-58.0874262838
> -L"Untitled Path" -D"FZ_KM_0001-0942 KM, USYD"
-59.0935732008	-57.6305779463
-60.2401710582	-57.2932724028
> -L"Mendocino" -D"FZ_KM_0001-0943 KM, USYD"
-156.339726614	38.3120366332
-154.984431953	38.6738130295
> -L"Untitled Path" -D"FZ_KM_0001-0944 KM, USYD"
178.456207971	-64.2620141088
179.153478993	-64.5863585941
180	-64.9908234248
> -L"Rat" -D"FZ_KM_0001-0945 KM, USYD"
177.482724568	50.3754981696
177.603050071	49.8169356588
177.643589039	49.4774891921
177.67088195	49.1524208303
177.683915217	48.5848517326
177.657289589	48.151526189
177.763475614	47.166371125
> -L"Amlia" -D"FZ_KM_0001-0946 KM, USYD"
-172.897484396	50.3344043799
-172.866641046	49.0431131925
-172.922480761	48.1814003534
-173.01823303	47.2814828944
-173.132054634	46.169278025
-173.294841735	45.1834202633
-173.294674342	44.8191754182
> -L"Adak" -D"FZ_KM_0001-0947 KM, USYD"
-176.776576522	43.6649433005
-176.804076969	44.0915922152
-176.814252393	44.5749818036
-176.837006489	48.3377518832
-176.825734413	49.7170930672
> -L"Untitled Path" -D"FZ_KM_0001-0948 KM, USYD"
-58.2052301647	23.6962669705
-57.5721022913	23.5428441641
-57.0204033661	23.4337459492
-56.696365422	23.4080902951
> -L"Untitled Path" -D"FZ_KM_0001-0949 KM, USYD"
-7.78466136164	-5.80608882982
-7.1446831146	-5.66708749174
-6.34542807654	-5.48408783757
-5.3319923828	-5.34660024995
-4.81752129685	-5.26182167486
-3.66580786205	-5.07145993922
-3.08386707076	-4.91652046782
> -L"Untitled Path" -D"FZ_KM_0001-0950 KM, USYD"
-11.1993328964	-6.61957970696
-10.7843208883	-6.52847032581
-10.3370413933	-6.43110162288
-9.801258128	-6.29308891295
> -L"Untitled Path" -D"FZ_KM_0001-0951 KM, USYD"
-10.0812736262	-2.02020945103
-9.47813905281	-1.88584291653
-8.84105011478	-1.68959176424
-8.35666273514	-1.54231393038
-7.87597105305	-1.41387562334
-7.56094220744	-1.32494617084
-7.04828155648	-1.17668736947
-6.43388061721	-1.06380452145
-5.3361029711	-0.865148016675
-4.41197208443	-0.693936595175
-3.61865454977	-0.560229270293
-2.99230948533	-0.447433905439
-2.18578274391	-0.240278612293
-1.63104416438	-0.0773278706055
-1.02373710294	0.0923554558877
-0.363438994774	0.315650047994
0.267292471634	0.579428091953
1.01808696375	0.927550015372
> -L"Untitled Path" -D"FZ_KM_0001-0952 KM, USYD"
2.31997668563	2.0029977488
2.79982931985	2.30758318171
3.30748133107	2.70190567254
3.61213375491	2.99486873103
> -L"Untitled Path" -D"FZ_KM_0001-0953 KM, USYD"
-11.6003027708	-4.95499658619
-10.8651919706	-4.75987069561
-10.0683540532	-4.56533871814
-9.40936188113	-4.40138493103
-8.82155632175	-4.22266157778
-7.97106722234	-3.99710494854
-7.08172258697	-3.78196749689
-6.32837598078	-3.60336670825
-5.45028395969	-3.37377711123
-4.75919398088	-3.27572764707
-3.63362220651	-3.15270459415
-2.72869877488	-3.00842250542
-2.14950611903	-2.93077086811
-1.04413259414	-2.64362521093
-0.589812092262	-2.59717512929
> -L"Untitled Path" -D"FZ_KM_0001-0954 KM, USYD"
-7.45437897678	1.00919354053
-6.85591947271	1.12792215103
-6.01385114487	1.26394010347
-5.27230071895	1.40957526109
-4.34955877875	1.66591574917
-3.37054738999	1.93733017491
-2.04023317532	2.38547826796
-0.982738021816	2.82030215053
0.13704105598	3.37305862916
1.37942272381	4.10323083332
2.21294319768	4.65600812702
> -L"Untitled Path" -D"FZ_KM_0001-0955 KM, USYD"
-7.43410641391	1.46441993409
-6.50484749128	1.62637794379
-5.72054842415	1.7973981204
-5.05573159845	1.99029362093
-3.12712866883	2.61032605877
-1.8151808013	3.22697754419
-0.500532507856	3.88253715367
0.289078308201	4.32212632919
0.921797935026	4.74919323094
1.34741314836	5.01613180406
> -L"Chain" -D"FZ_KM_0001-0956 KM, USYD"
-13.0839248447	-0.848453551814
-12.0189689021	-0.588188008867
-10.8956553955	-0.306599135677
-10.0672458922	-0.154753687947
-8.92747828597	0.0980649597316
-7.95917940962	0.262550585371
-6.9553893625	0.439303571323
-5.35199220415	0.747865433976
-4.39527030485	0.924502824238
-3.43627170989	1.07883077739
-2.12146281554	1.42137911736
-0.426518071004	2.06913074288
0.599023320176	2.59872212337
1.97128165538	3.37578891432
3.65671782286	4.42618450101
4.2435221112	4.88360116289
> -L"Untitled Path" -D"FZ_KM_0001-0957 KM, USYD"
-12.6185048336	-1.97679929808
-11.9631927702	-1.83128930279
-11.1800147596	-1.70659417429
-10.650967869	-1.6353576911
-9.90143034751	-1.47672658751
-9.41046750362	-1.38296069178
> -L"Romanche" -D"FZ_KM_0001-0958 KM, USYD"
-16.5919661691	0.299386819803
-15.8723836475	0.451442990031
-15.0022843011	0.593422718057
-13.6122819307	0.791154338727
-12.1518932034	0.922816509376
-10.9131703242	1.09131162469
-9.72881142269	1.28512789763
-9.11238885821	1.37939478431
-8.48675006982	1.5111981478
-7.76299256794	1.66473756789
-7.2553065917	1.80412477768
-6.69108443181	1.92891039398
> -L"Romanche" -D"FZ_KM_0001-0959 KM, USYD"
-14.4105196486	0.926740719297
-13.5867909571	1.03085132286
-12.3354161518	1.15494146781
-11.3167973211	1.26092129279
-10.1514352796	1.4068612055
-8.84951969997	1.66369564298
-7.99156373547	1.83206500767
-6.83264931704	2.11180607321
-6.24603310858	2.23795790848
-5.20269573458	2.51334908493
-3.9691757695	2.97664573934
-2.82991612196	3.37542440915
-2.20604525077	3.65281812333
-1.52498459836	4.01986433721
-0.849261810723	4.32008137634
> -L"Romanche" -D"FZ_KM_0001-0960 KM, USYD"
-24.6076770364	-1.148152035
-25.215155509	-1.16200766218
-26.1372948385	-1.13083807345
-27.1392698282	-1.11977253034
-27.8847025207	-1.10260224111
-28.9620028352	-1.12339843177
-29.7764053189	-1.15091813236
-30.6680189981	-1.18849679482
-31.3555557415	-1.2013581798
-32.2044004268	-1.25486987931
-32.8521423081	-1.3883401523
-34.8952930197	-1.72642689492
-35.5996095167	-1.89868569443
-36.0674323758	-1.96107647442
-36.3735959804	-1.97606290311
-36.8357670765	-2.03672683759
-37.3344942941	-2.05473370346
-37.6850082881	-2.06532380738
> -L"Romanche" -D"FZ_KM_0001-0961 KM, USYD"
-27.1072049156	-1.3615760898
-27.6471039801	-1.39375032719
-28.2673323367	-1.41669605468
-28.7324603124	-1.44866582286
-29.2351527734	-1.45899460671
-29.772910892	-1.4730830739
-30.3593059302	-1.45690389579
-30.8806257965	-1.4302731814
-31.5848574936	-1.43001121692
-32.3133581478	-1.46155964769
> -L"Untitled Path" -D"FZ_KM_0001-0962 KM, USYD"
-24.6233128829	-1.99065476703
-25.1946738094	-1.8476326922
-25.7226848751	-1.80371280926
-26.2463017979	-1.79563740897
-26.8751482959	-1.80695997748
-27.662079609	-1.84699024637
-28.5613576391	-1.91424786993
-29.5118622309	-2.01650546381
-30.4007788856	-2.13433680201
-31.7396229028	-2.28255507519
-32.9234482762	-2.46450891747
-33.4821914572	-2.54168758609
-34.6730293138	-2.74450006653
-35.7087377324	-2.89580982512
> -L"Chain" -D"FZ_KM_0001-0963 KM, USYD"
-15.9160522385	-1.52257688293
-16.6356436419	-1.72406859323
-17.2390249092	-1.87182673438
-17.9941836374	-2.01542430002
-18.7618639399	-2.16635067962
-19.5307864953	-2.29542017382
-20.0525395937	-2.37451375667
-20.6738601044	-2.41954475472
-22.1618725835	-2.48222573225
-23.2137285142	-2.5351552596
-24.0748679408	-2.47204837795
-24.8410404947	-2.47193642768
-25.9238698042	-2.5053794853
-26.673168623	-2.57630608434
-27.5091399234	-2.64791899422
-28.1800075006	-2.68851593051
-29.1061398168	-2.76756623041
-29.7852952901	-2.85933884551
> -L"Untitled Path" -D"FZ_KM_0001-0964 KM, USYD"
-12.2655305655	-5.09962706932
-12.7266481045	-5.20892462312
-13.7262553288	-5.45565083874
-14.779826187	-5.68333954847
-16.0852624412	-6.04496386252
-17.0142396656	-6.27865631646
-18.1615684715	-6.49515928699
-19.0223081152	-6.60103616063
> -L"Charcot" -D"FZ_KM_0001-0965 KM, USYD"
-13.8708443691	-2.99711082162
-14.0197047433	-3.06038799002
-14.1343257407	-3.16065173235
-14.4315966111	-3.15503453101
-14.84409286	-3.26141991571
-15.3845307141	-3.3477595762
-16.3769817897	-3.53343875772
-17.0104733016	-3.66949895014
-17.3566363461	-3.74076950483
-18.1409669272	-3.84143373998
-18.7592461932	-3.90533266039
-19.7208007677	-3.93318523184
-20.7644931567	-3.96546713652
-21.624287003	-3.9507473193
-22.4566728723	-3.96130845076
-23.3187672179	-3.96906689181
-24.4691247029	-4.02740181033
-25.1508222106	-4.10806981123
-25.5631657787	-4.02813910244
-26.9164234394	-4.15565360292
-27.588487371	-4.21926524171
-28.8546544787	-4.39002518187
> -L"Untitled Path" -D"FZ_KM_0001-0966 KM, USYD"
-12.9019799424	-7.30634057664
-12.1473831824	-7.13201077795
-11.297803307	-6.90944752233
-10.1484315802	-6.62638204655
-9.2631798009	-6.38898390969
-8.32454863724	-6.16142332417
-7.77751730673	-6.03325871902
-7.17820721044	-5.89773062919
-6.14647020305	-5.69259903346
-4.91313233557	-5.48882445916
-3.70697711924	-5.30934521562
-3.04735867503	-5.1949078744
-2.22417571245	-4.99177354212
-1.54290924157	-4.81972686095
-1.0939125571	-4.70674930366
0.10145565147	-4.36707567414
0.947584799949	-4.0570840244
> -L"Untitled Path" -D"FZ_KM_0001-0967 KM, USYD"
-2.05145202739	-5.28987873233
-1.55480553951	-5.15931382045
-1.01455675272	-5.01208364175
-0.153340963979	-4.7099181457
1.01964435013	-4.26095757721
1.59498755172	-3.99610930282
2.19193101905	-3.71680452396
> -L"Untitled Path" -D"FZ_KM_0001-0968 KM, USYD"
2.81827284226	-3.10169380949
3.22612773725	-2.8865217388
3.66457885565	-2.61497060133
4.28577559384	-2.30987412722
> -L"Untitled Path" -D"FZ_KM_0001-0969 KM, USYD"
5.0958541541	-0.483153120903
6.14834857961	0.220041440995
8.61360003006	1.80199439591
> -L"Ascension" -D"FZ_KM_0001-0970 KM, USYD"
-13.0968594224	-7.09031509277
-13.6561505205	-7.26171186033
-14.6423375684	-7.4634999683
-15.6933595818	-7.68013077163
-16.3125669218	-7.80946133527
-17.4406945437	-8.04512474503
-18.5004048937	-8.17721027044
-19.7745922275	-8.25357941105
-21.1596903485	-8.29155707022
-21.9573206691	-8.3005447103
-22.6729382426	-8.30757706722
-23.6285444557	-8.31965262948
-24.2793671562	-8.36941309174
-25.4947404372	-8.39498179007
-26.1586435418	-8.44870483743
-26.6493448108	-8.52899473515
> -L"Untitled Path" -D"FZ_KM_0001-0971 KM, USYD"
-13.5480174407	-7.45043347687
-14.0706267707	-7.56572436164
-15.4410548783	-7.87247809151
-17.039513624	-8.17936151966
-18.4770126701	-8.38826798532
-19.3215813942	-8.47693715038
-20.4977487947	-8.52182674647
-22.4438002043	-8.54699550966
-23.7650491161	-8.5598207924
-24.3220376916	-8.57127642149
-25.002597078	-8.61951597739
-25.9816459932	-8.6558129886
-26.7674497021	-8.74758405741
-27.4751546328	-8.82986180928
-28.1865613934	-8.93248534612
-30.5426828671	-9.43196543462
-32.7113352864	-9.73377770066
-33.6967409076	-9.77197154905
> -L"Untitled Path" -D"FZ_KM_0001-0972 KM, USYD"
-14.808441866	-12.3332766873
-15.462693527	-12.4549248123
-16.3989855907	-12.6466405756
-17.3630837198	-12.8215024476
-18.2251882429	-12.9727487833
-19.3440477818	-13.1296244563
-20.2182225918	-13.2342749097
-21.1862976384	-13.3184167813
-22.2237639334	-13.3534200295
-23.0178452655	-13.3701518132
-24.1301742666	-13.3463790699
-24.8546338403	-13.3054677708
-25.5030794445	-13.3218962015
-26.2687598229	-13.3213644301
-27.0537371577	-13.3462823543
-27.8028872491	-13.3629055504
-28.2007131719	-13.3728094899
-29.0179467649	-13.3662402371
-30.2094472051	-13.5443268378
> -L"Bode Verde" -D"FZ_KM_0001-0973 KM, USYD"
-14.5318172629	-11.8482070076
-15.4546324313	-12.0726076351
-16.0067257073	-12.205456875
-18.6426486764	-12.6831726564
-20.0606677122	-12.7900417825
-21.5267191172	-12.8959795839
-22.8373953259	-12.8770567844
-24.6852484356	-12.7731422814
-25.6066498251	-12.7832324806
-26.0041905756	-12.8407724664
-26.8749206503	-12.9470432683
-27.9462337237	-12.9778637211
-28.6494342327	-13.029616909
-29.4350982623	-13.1423291485
-30.1801003279	-13.2735057632
-30.941887821	-13.4529939882
> -L"Untitled Path" -D"FZ_KM_0001-0974 KM, USYD"
-14.4288706201	-14.1248659616
-14.8011582787	-14.2234372712
-15.1772711545	-14.3092605072
-15.8216250279	-14.4213760588
-16.4559056726	-14.53754759
-16.9915788709	-14.6593752026
-17.5258655844	-14.7742090612
-18.550899618	-14.9702709793
-19.2839454421	-15.0899202546
-20.2064498905	-15.1930770794
-21.0128208601	-15.2472177483
-21.4764361212	-15.2840321838
-21.8923297338	-15.3192665993
-22.5706131318	-15.3212079765
-23.0875057462	-15.3380030654
-24.6837208442	-15.3129420993
-25.9692328073	-15.3022627088
-27.0706275688	-15.2996584413
-27.9043748532	-15.3512399115
> -L"Bode Verde" -D"FZ_KM_0001-0975 KM, USYD"
-12.9461603138	-11.496332346
-12.2639569121	-11.3476655914
-10.427513587	-11.0240993176
-9.44510451029	-10.797920703
-8.66392595789	-10.6088808873
-7.28617343755	-10.3229975313
-6.55220531133	-10.1588696713
-5.97289271882	-10.0559809822
-3.30453477266	-9.58729657126
-2.5545477762	-9.47881945592
-1.71889710834	-9.25252687879
-0.324548715784	-8.83015618592
> -L"Untitled Path" -D"FZ_KM_0001-0976 KM, USYD"
-14.2740037719	-12.1757236974
-13.4388708684	-12.034030348
-12.7732949897	-11.8619388303
-10.2794318409	-11.2804312451
-9.615424353	-11.1117742121
-8.99439393766	-11.0062450211
-8.06495643557	-10.8145774324
-7.06621068893	-10.640904334
-6.34048836158	-10.4841843956
> -L"Untitled Path" -D"FZ_KM_0001-0977 KM, USYD"
-5.0502108777	-10.3710668658
-4.61976234456	-10.3528343523
-3.96150719332	-10.2507357957
-2.96020358908	-10.0178470274
-2.30842120761	-9.81684095205
-1.72328309382	-9.64486436712
-1.18164781124	-9.49178018624
0.0182770930676	-9.07269998578
0.669428783303	-8.80426306202
2.41007786387	-7.86214161707
4.68932309435	-6.57476664937
5.73801327855	-5.91305523967
> -L"Untitled Path" -D"FZ_KM_0001-0978 KM, USYD"
-13.5853026769	-13.9850870397
-12.9338611285	-13.832055427
-12.0848432923	-13.6323801092
-10.9311228187	-13.3611802281
-9.43143048091	-13.0751620484
-7.65775524678	-12.6794224669
-6.12247996958	-12.4534804905
-4.78699018909	-12.2628175128
-3.80565460584	-12.1726199331
-2.35171627233	-11.8597738522
-1.93514524257	-11.7573867549
> -L"Untitled Path" -D"FZ_KM_0001-0979 KM, USYD"
-13.0590773986	-16.1195427851
-12.3299150886	-15.9772154032
-10.9492389376	-15.7487139418
> -L"Untitled Path" -D"FZ_KM_0001-0980 KM, USYD"
-14.30970814	-16.3954651638
-14.7795372836	-16.5101838869
-15.3064277133	-16.6026723918
-15.885748738	-16.7200577112
-16.7166386719	-16.8718770503
-17.2850035293	-16.9711807398
-17.993825421	-17.0920245086
-19.1910298307	-17.2715855306
