number,l1_t,l1_s,model_height,lon,lat
mh6799,52.8388,4.568418,900,-108.852498854245,-18.67770570050612
mh6800,87.62977,3.9936235,800,-108.0924381935621,-15.29137692694527
mh6801,115.72153,6.6175156,700,-106.4967271624387,-16.54339454088851
mh6802,80.375305,5.269051,700,-109.5305220294877,-14.2235833032437
mh6803,201.79358,6.647143,1100,-108.3873850699622,-14.27988185370626
mh6804,93.48071,5.7197337,800,-106.7012910322695,-15.03334729178192
mh6805,71.97559,5.249509,1000,-106.9218989418684,-15.07019671801472
mh6806,91.79976,4.556878,700,-107.0421974628846,-15.10005452940663
mh6807,37.480534,3.1322331,700,-107.2591048400316,-14.6420107470826
mh6808,188.55896,6.688717,1100,-107.5461517330289,-16.54614720354467
mh6809,53.93645,3.7344403,900,-106.7586458218487,-13.61477380949056
mh6810,49.428745,3.4400203,700,-106.998735297571,-13.28482502295363
mh6811,53.738277,4.5428014,700,-106.6749573571553,-14.87226050938296
mh6812,143.91138,5.54838,900,-104.9324066705286,-15.28894778238414
mh6813,69.61451,3.339623,600,-105.5478105826218,-15.49994018605713
mh6814,130.41052,10.271007,900,-103.9141802992761,-14.51037212917021
mh6815,115.4439,8.425265,600,-104.8008441408257,-15.42384610485369
mh6816,68.65133,4.5649457,1000,-104.0866455168511,-12.32743765074462
mh6817,115.35631,6.189404,800,-104.5374935741195,-14.86658184737585
mh6818,28.697685,3.158674,500,-107.4822138527846,-12.50050965559043
mh6819,36.990437,2.9040334,600,-107.7382283833962,-12.43823645121849
mh6820,130.2308,11.167209,700,-105.6055432611057,-14.52232856365969
mh6821,202.61125,12.718151,800,-108.1165225698929,-9.091464369331751
mh6822,87.21677,4.615793,600,-106.5524572990863,-12.13146801259951
mh6823,202.99747,8.843545,900,-108.4912208297534,-9.094454662931176
mh6824,213.47504,13.232335,1100,-108.6629214519306,-9.06190146873102
mh6825,176.6958,5.5435677,800,-103.272156594777,-12.38393791572395
mh6826,144.86388,5.909398,700,-104.8724581765386,-13.75159391305141
mh6827,190.90248,9.827752,900,-104.8468441745351,-13.45288116044419
mh6828,139.19572,9.77926,1100,-103.2930999784633,-12.13494587687176
mh6829,121.05523,7.3511524,1100,-103.1973532424252,-12.04768548791319
mh6830,60.664257,2.6999974,600,-99.50640733713796,-14.32249708082098
mh6831,99.8129,7.4502416,800,-100.7642637605002,-13.86967149455775
mh6832,81.16764,7.575237,1100,-100.5927477235899,-13.92886047968661
mh6833,324.99237,14.847618,1100,-99.87723112525885,-13.47809619187601
mh6834,71.23049,4.440046,700,-101.3903875013525,-17.18620153353986
mh6835,90.22015,6.513229,900,-102.1574280819796,-17.67691666405954
mh6836,64.370575,4.040863,600,-103.183623065005,-17.01839929718116
mh6837,97.88418,3.20654,1100,-104.8707141687912,-15.71426318032786
mh6838,144.44455,5.2397084,900,-98.51469006861711,-17.0269194491831
mh6839,119.43943,5.221928,700,-98.67134614543296,-17.27548227545486
mh6840,136.09804,7.751575,800,-99.01550030532252,-17.38927298347839
mh6841,71.45401,4.1627355,800,-99.32651387945188,-18.30798264867206
mh6842,56.382233,3.1252632,1300,-91.07487585660088,-17.65188186202949
mh6843,80.53168,4.675225,1000,-91.55528480687764,-16.45959846758451
mh6844,100.43312,6.196721,900,-92.81770220804292,-18.2436203097659
mh6845,124.76426,6.768882,900,-92.6364856822874,-17.79710311907315
mh6846,412.51154,12.3691225,1600,-94.07709445354013,-18.2647452443962
mh6847,87.0937,4.3397803,900,-92.32260138890048,-18.07960761921965
mh6848,166.98705,8.763716,1100,-90.63123152327589,-20.76598827099255
mh6849,125.01221,7.468151,1000,-90.27364884262356,-19.58388349117132
mh6850,74.13543,4.0771794,700,-91.58543726323757,-17.73387049130594
mh6851,61.356327,4.1010857,900,-90.64355137352796,-17.14499923166116
mh6852,108.85002,9.289431,900,-92.02573150065884,-14.31248694936934
mh6853,103.735664,6.9310193,1300,-90.05855459471299,-14.7221655901616
mh6854,88.906044,5.0353127,700,-93.5198186009366,-16.49070277696311
mh6855,210.73027,11.578846,1100,-93.55585336542936,-15.8733319769808
mh6856,82.30728,6.735653,1200,-93.82325900350624,-15.26316717913324
mh6857,285.78128,9.598976,700,-92.53474861132996,-15.50994230598345
mh6858,90.407104,6.0086637,700,-95.57145228020356,-15.7129246331472
mh6859,52.268707,3.484897,800,-95.93491629979756,-15.15875563808472
mh6860,154.93297,9.02168,1300,-94.79096315254276,-18.83366178816306
mh6861,294.18713,14.832834,800,-100.5829320859502,-15.88119012541982
mh6862,336.0753,22.45165,700,-100.6654519470842,-15.9390132723423
mh6863,415.83075,27.990301,1100,-101.242347298717,-16.31371282527509
mh6864,135.9482,6.9910755,800,-102.7811479099375,-17.06106057539131
mh6865,82.48736,4.684202,800,-102.8995279870513,-17.07771498051971
mh6866,129.11885,9.018078,1200,-98.62834236883292,-16.10723870975623
mh6867,96.920815,4.0076914,800,-107.0722580560402,-18.42530366604637
mh6868,66.6799,4.0484285,1000,-104.4171722797119,-17.50840921475714
mh6869,82.08938,4.8949575,1100,-111.2420159713656,-18.50386027629427
mh6870,127.27412,8.3364935,800,-110.6158133758013,-14.36869593283098
mh6871,74.69502,4.4706254,600,-111.6521786767888,-13.88264181229721
mh6872,101.09099,5.1365123,600,-108.6800408369014,-15.27686293432367
mh6873,64.58902,4.7633233,600,-107.558296517923,-13.79527031419742
mh6874,100.44108,5.331102,600,-109.6518300433067,-11.8853454656185
mh6875,82.747795,4.4798164,900,-107.5488288557307,-8.739267042153317
mh6876,77.960106,6.1121244,1000,-108.6117175049143,-7.685468878850458
mh6877,90.47751,9.113872,1000,-104.4296094716695,-6.211487721798174
mh6878,146.88689,9.030716,800,-102.9303407613635,-6.052331420634137
mh6879,175.46912,10.598217,1000,-103.7579748261942,-4.199099023896713
mh6880,65.33919,3.619957,700,-104.1565160856738,-4.301558454413417
mh6881,82.48428,3.5300515,600,-107.1860935037301,-3.559838681239425
mh6882,82.983246,5.685835,800,-103.7088700028566,-5.736182362122797
mh6883,87.633385,5.310969,700,-105.8057736529229,-7.07749756449448
mh6884,115.31178,7.366881,900,-105.9743122673875,-6.621440352298344
mh6885,202.74971,10.329871,700,-104.7628805298376,-6.001160058971688
mh6886,241.73004,17.711355,800,-104.6585096836302,-5.856998251767793
mh6887,193.30157,12.927066,1500,-104.5065776970297,-5.882174911312789
mh6888,160.19264,11.898472,1400,-104.3894796193106,-3.925832056168103
mh6889,153.82228,8.466653,1000,-105.5640525794287,-3.859085096425366
mh6890,142.31458,7.8384376,900,-104.7163041788629,-3.834984376796656
mh6891,214.72597,15.4115,1100,-104.1254858871424,-3.854150869143752
mh6892,178.85799,13.146032,900,-106.7887399114447,-4.041907785709744
mh6893,218.52531,10.396889,800,-100.6407959563252,-12.3668902247844
mh6894,149.06682,6.7664785,800,-100.756152979472,-12.13006368514069
mh6895,158.03372,8.0609865,1000,-101.5773207341624,-12.86180397407346
mh6896,124.38094,5.593181,900,-101.4888700057307,-11.0624524617733
mh6897,74.68996,5.978087,1000,-102.9388213762507,-11.19143303246559
mh6898,112.65805,5.308179,500,-102.3976460199003,-11.55792823810292
mh6899,255.96548,14.433295,1400,-104.2527696538659,-10.04065657941964
mh6900,80.55719,3.4073877,600,-98.40858462851514,-9.927015410115397
mh6901,48.90372,3.314555,700,-99.14238454619824,-10.84590739291832
mh6902,38.80025,3.1049805,400,-97.27491296411192,-10.56936531823797
mh6903,107.59582,4.339585,800,-98.60178927252656,-9.890567351632464
mh6904,53.050186,4.0491967,700,-99.34096940866227,-7.995944595424631
mh6905,116.74208,8.556302,700,-99.83926758013922,-8.545843697259073
mh6906,95.615395,7.3623195,900,-99.74640671407896,-7.714356887249818
mh6907,50.324425,3.4604042,700,-98.93069379850002,-8.053908411008381
mh6908,182.16832,11.597743,1000,-100.8966672403014,-7.863861173849941
mh6909,171.16483,9.258871,1400,-101.060366271392,-8.240603662594356
mh6910,66.77111,4.2279506,1000,-100.1534577876165,-6.634270564733045
mh6911,107.06536,6.1921062,700,-101.2828298608472,-4.907403678520073
mh6912,72.57537,4.150323,600,-96.00281298598706,-11.5495299036775
mh6913,94.91138,3.7398393,800,-95.38909388019044,-11.27701355696126
mh6914,73.380196,4.7138877,800,-97.21696946366389,-10.92098503850703
mh6915,65.6027,4.013877,700,-95.78876964616244,-9.710515647692503
mh6916,70.8441,4.163607,600,-95.8957594027784,-9.690047600097062
mh6917,85.56296,5.5400224,700,-92.02305091507434,-17.6246550911311
mh6918,95.6315,7.945751,1000,-117.3056598023862,-29.35320870531203
mh6919,71.223976,7.2355886,1000,-117.4218016250202,-29.37693540259803
mh6920,155.35321,9.127433,800,-116.8536672405135,-28.59520660691076
mh6921,94.109085,8.3686495,900,-115.4752751208741,-29.48265511707732
mh6922,60.799812,5.7737384,800,-116.2977777718571,-30.03993953297213
mh6923,193.36908,7.225366,1100,-114.4075470349491,-28.760715785968
mh6924,92.36895,6.4631147,800,-114.587770408595,-28.74424791823942
mh6925,171.94775,16.029165,800,-114.7589184547433,-30.46954282490988
mh6926,103.192,6.6850586,700,-114.7851656956857,-28.61344956558229
mh6927,110.66527,9.046952,900,-112.5204031803848,-30.66535815414216
mh6928,128.634,6.1042256,900,-113.5868172646988,-29.74974894025375
mh6929,67.59367,6.576168,700,-115.4134121573207,-29.23110100013836
mh6930,90.73812,8.917849,700,-116.21805429691,-27.84061081927192
mh6931,91.61661,7.028209,700,-115.892128724876,-29.12053002071854
mh6932,95.575035,8.911095,600,-116.3729506023419,-28.09485459461574
mh6933,120.69526,5.588941,800,-116.4723115963859,-27.65859097148223
mh6934,67.16239,6.2360535,800,-116.7560887033419,-30.05231664693385
mh6935,88.99255,6.972221,800,-116.3621687529177,-27.05971494955583
mh6936,119.39165,10.099877,1300,-117.724411188773,-29.23683629555864
mh6937,224.34406,12.663764,1200,-118.1874775991394,-29.5119415217471
mh6938,166.70454,11.9686365,900,-118.7521097022666,-29.48581570245054
mh6939,136.53548,11.121868,900,-118.0644811575426,-29.0621854181025
mh6940,151.20421,10.495275,1100,-119.1752661537845,-28.84743399389108
mh6941,213.30508,12.71856,1200,-119.3070354503512,-28.14801446343977
mh6942,145.79756,12.243208,1500,-118.1732469611758,-28.40917809950186
mh6943,165.64996,9.010776,800,-118.4590546657578,-28.35282468638565
mh6944,636.13965,29.3512,1400,-116.2414664464257,-26.59064258146055
mh6945,350.7006,15.77712,1200,-116.6923087639086,-26.00120088395249
mh6946,282.3316,16.264853,800,-117.8196988924842,-25.01119058752682
mh6947,213.71863,12.124965,800,-117.7546648998816,-24.77536961623588
mh6948,235.97627,13.880575,1100,-118.1835875340426,-24.42426042987939
mh6949,131.22023,9.258028,800,-115.7763631981231,-24.01581233509162
mh6950,100.537544,6.6881404,700,-115.6066836305847,-23.94025035901805
mh6951,146.24857,7.2841673,400,-117.7829783214198,-23.67555558506356
mh6952,165.65575,14.073869,1000,-118.2651994640726,-24.28775134625007
mh6953,116.523994,5.502868,800,-119.3213671461336,-23.67988984973794
mh6954,72.04166,5.493678,800,-118.7607902412047,-23.47711485254382
mh6955,92.34578,6.3796144,800,-118.8651221869678,-24.09905532225096
mh6956,102.57268,4.9626017,600,-119.2461633032161,-23.47843744125124
mh6957,321.15067,11.5057125,1300,-118.908245628585,-26.74427652897461
mh6958,105.52811,9.867846,800,-116.2249297396815,-26.8228683280388
mh6959,97.47027,9.454819,1100,-116.805694040755,-27.92088961984769
mh6960,75.57694,5.7512493,700,-116.5175043314703,-28.95919649803804
mh6961,190.65219,8.968056,900,-111.3475407240477,-24.15627861203196
mh6962,103.72408,5.9229403,700,-110.4223883272622,-24.34932754912269
mh6963,126.372284,5.184497,1000,-110.3276497113754,-25.52138847366615
mh6964,162.21132,10.00209,800,-112.3457215402834,-23.49482995402607
mh6965,138.97601,11.202467,800,-112.3510798870513,-24.00105464135084
mh6966,59.13949,2.7273512,800,-109.6351138682462,-24.7884597590837
mh6967,64.84366,3.5224729,700,-108.7122620640235,-24.99558092560963
mh6968,235.7372,11.859596,900,-108.4392146442117,-26.10865228537888
mh6969,37.278378,3.08014,700,-109.2620974919896,-24.2264615307043
mh6970,222.20883,12.204189,1400,-106.0199173577884,-27.47492426351943
mh6971,388.26907,22.678492,600,-107.7798117620301,-27.60156531095584
mh6972,232.58902,14.29187,1100,-107.5707483549152,-27.4584520567258
mh6973,63.758858,4.8765054,800,-105.4954398588124,-30.35295316620193
mh6974,82.62219,5.133547,800,-106.4147123405299,-29.99297050307109
mh6975,134.1648,7.43491,600,-106.1652207791133,-29.99097085908507
mh6976,99.869545,9.119577,1100,-106.1966776237686,-28.94161205718929
mh6977,101.6028,8.265513,1100,-105.8946157980145,-29.49578365828682
mh6978,132.7184,10.074489,900,-105.7794529493348,-29.45261519610393
mh6979,89.62292,7.4773784,1000,-106.8624521479051,-29.68783613217989
mh6980,104.06578,8.281156,1000,-107.416868535878,-29.73350007408773
mh6981,125.45271,10.457017,900,-107.6404211340892,-29.49219838286589
mh6982,102.3821,7.7156477,900,-105.3845912689898,-28.99811412628704
mh6983,99.97343,8.51839,1000,-106.1695044273548,-29.12215649652805
mh6984,75.46329,6.0190506,700,-105.7719909831369,-28.93499474773671
mh6985,158.72272,12.211179,1000,-104.7801379302416,-29.28838122668391
mh6986,346.011,19.55662,1000,-103.9327539173127,-27.72393107486395
mh6987,140.43002,8.4678135,900,-101.5941778937729,-28.62950270664022
mh6988,81.803795,7.845168,900,-101.6668665433696,-30.26405747429688
mh6989,71.960754,7.25507,900,-101.7948009854407,-30.27447582899352
mh6990,135.71617,11.632924,900,-102.8626253015226,-30.54735381963957
mh6991,163.50026,11.465495,1000,-103.0207356775111,-30.3822460493061
mh6992,92.53436,9.726349,1100,-103.4247287572986,-29.94398504478107
mh6993,85.80312,7.7193584,800,-103.5887644212154,-29.88927195049786
mh6994,200.56996,13.351074,1600,-103.5941600292457,-29.20698666171328
mh6995,101.80894,8.732893,1100,-100.55221318427,-29.47586592502229
mh6996,599.65936,39.261917,900,-103.8241190612131,-27.55970013045093
mh6997,355.50854,14.869995,1400,-101.8338698485295,-28.26905786594799
mh6998,254.02917,10.206516,1200,-101.907558576066,-28.08705275840711
mh6999,157.9825,12.274325,800,-99.81806374308889,-27.71869178568554
mh7000,126.22243,10.507126,1000,-99.50711276510438,-27.76718105403816
mh7001,161.54965,11.311121,1100,-99.71878348561408,-27.33644218213694
mh7002,186.84343,8.071768,900,-99.33010269352258,-28.8594891706873
mh7003,195.28133,13.255641,800,-99.4984465383024,-27.12774700612926
mh7004,589.35156,30.983751,1100,-101.6360121782894,-26.07756993920624
mh7005,246.94556,15.137133,1100,-101.2565770954789,-27.15311304961143
mh7006,88.97826,5.775163,1000,-119.8108406477951,-11.91319637732384
mh7007,99.851265,4.6868424,1100,-118.5579160197843,-11.89126168653833
mh7008,66.173874,5.8435817,700,-119.834966433658,-13.42824797955476
mh7009,97.34069,7.66819,700,-119.93627772926,-11.41362331540931
mh7010,77.11565,3.8167453,700,-118.597179098076,-12.62586175328922
mh7011,47.147476,3.0996644,600,-118.4192379344143,-10.88103100165192
mh7012,130.27551,8.706616,800,-119.5786054953013,-11.17273501322359
mh7013,120.7168,8.193079,1000,-119.9566604829301,-11.07571723254965
mh7014,111.78464,6.9812946,800,-119.0735459498584,-10.81102244632444
mh7015,110.005226,8.270907,1000,-119.2627959991558,-10.72550261408382
mh7016,63.760487,6.8780613,1000,-118.721116107699,-9.905194972657313
mh7017,113.50106,8.243881,1200,-116.0239957725874,-9.609343523939614
mh7018,85.98555,4.6542106,1200,-118.9816869556668,-11.38118399245062
mh7019,47.671055,5.8832293,700,-118.611051819705,-11.17446023990357
mh7020,42.05176,7.116555,600,-118.8264524131492,-11.23755465011735
mh7021,153.69922,7.508626,900,-115.3325388367888,-8.518552588403029
mh7022,82.87828,8.743096,1000,-114.2399523220115,-10.670236947707
mh7023,208.3091,8.813871,800,-117.2396933307063,-9.681836518268792
mh7024,93.28851,7.7769437,700,-116.2064479208565,-17.56898926189555
mh7025,92.30415,7.591873,600,-116.3271920980506,-17.53685246210088
mh7026,98.04869,7.4880896,500,-114.6808293992438,-16.4567760220462
mh7027,63.236183,4.719322,400,-114.950238523884,-16.56763570196188
mh7028,243.89548,14.077697,1200,-115.5174326367129,-23.10176740477865
mh7029,150.5771,9.789868,1100,-117.6032107231645,-24.92239203548601
mh7030,107.92032,7.6353664,700,-112.7908793155854,-30.52946960085265
mh7031,274.80692,18.443808,1700,-112.0833275438837,-29.64022028698611
mh7032,143.98848,9.256947,1000,-111.3464673338744,-30.5901338986837
mh7033,82.19833,7.8269186,1200,-114.7370722757892,-27.51488266152054
mh7034,140.83922,11.172718,1000,-119.725181546419,-27.81017841696741
mh7035,147.46024,10.368517,1000,-119.2068965314292,-29.33142325207193
mh7036,273.58133,23.023968,900,-117.5877716517975,-26.09190184941059
mh7037,72.66984,9.281221,600,-116.0317602122061,-27.8423473258695
mh7038,121.4418,8.6657,900,-116.4620811783953,-28.02052345782255
mh7039,173.16014,12.518073,800,-118.0438177531699,-28.35852697631388
mh7040,200.8961,13.111489,900,-113.1179071445543,-25.93319389337571
mh7041,87.9749,5.582868,800,-112.1245582740919,-26.79404074769489
mh7042,91.7261,6.6311464,700,-113.6625033480968,-25.58280827854894
mh7043,175.31454,8.637307,800,-112.4177020958438,-24.37815598203519
mh7044,86.21576,5.238928,700,-114.1676850030838,-25.52912463357335
mh7045,99.37184,6.3335276,800,-113.7763291898628,-23.7717555319588
mh7046,83.15609,5.7999363,800,-114.0197269462651,-23.50653086180146
mh7047,109.38012,9.366829,900,-115.7424855920012,-20.79659922018786
mh7048,74.51368,6.2604113,800,-115.5627855629233,-20.78869770549873
mh7049,141.66087,7.1072726,500,-119.9421001332916,-22.39935276009107
mh7050,97.37471,4.745261,600,-93.01434348110249,-12.25600709193576
mh7051,104.19971,6.7320557,800,-92.97407176903523,-10.96493947810059
mh7052,65.99525,4.0381627,800,-91.78705606846232,-15.7859665062146
mh7053,79.501526,3.2362614,1000,-93.28889102986864,-17.49542229269173
mh7054,119.41771,6.866611,700,-92.41935092125148,-29.06549691226735
mh7055,93.10916,10.170016,1000,-91.77613448524768,-28.62536028792927
mh7056,94.330246,8.567806,800,-92.55446604161097,-28.73796902005281
mh7057,70.12868,4.941608,700,-94.64729222848132,-28.69679011317106
mh7058,86.29829,7.380581,700,-94.82246171099158,-28.57549644025368
mh7059,138.92534,8.627455,900,-94.87638888233414,-28.02102293432301
mh7060,82.00504,3.9040904,900,-93.32507106278769,-30.20592269615937
mh7061,178.7626,9.847431,900,-94.73312431470367,-28.11445520430066
mh7062,163.1079,11.492423,1200,-94.45587041327084,-28.34931357091795
mh7063,165.44347,7.2039747,900,-94.1040048328232,-26.67570398545834
mh7064,134.16534,11.187075,800,-95.01833506298163,-29.81677297118378
mh7065,126.7728,6.920343,800,-94.20692835544996,-26.65979900178249
mh7066,113.09585,5.9787235,700,-94.32658543075964,-26.77096714695059
mh7067,230.30016,6.975249,700,-94.5555215560051,-26.4897195221738
mh7068,314.4281,9.241551,800,-94.81065959338748,-26.37106556286157
mh7069,228.22647,9.155221,1200,-95.27341734906372,-27.172906345651
mh7070,140.01321,9.89946,900,-95.69015715266283,-26.95847097934992
mh7071,169.51318,9.715431,1300,-98.52450512345122,-26.41633231491071
mh7072,139.13147,9.590205,1100,-98.33624195679522,-27.93949859964339
mh7073,224.54984,14.915875,900,-98.57321723895684,-28.04840785150109
mh7074,94.183464,6.313619,900,-98.29217421512293,-29.43187526410393
mh7075,294.77533,7.146226,700,-98.80775316875832,-29.89591757860176
mh7076,166.18169,9.80521,900,-99.10489028676412,-27.99156061650601
mh7077,125.15808,6.9622154,900,-98.89521012539689,-29.42107038239325
mh7078,192.18944,9.918817,900,-97.17283665166298,-30.51056369904203
mh7079,201.91937,12.069422,700,-97.2643787558124,-30.38727362450551
mh7080,131.18512,9.001324,700,-98.74324685698592,-29.57176480656896
mh7081,193.7658,13.329701,900,-97.70533199199976,-30.44503925877632
mh7082,166.02803,10.839091,900,-98.1623888165187,-30.4400397885524
mh7083,151.58626,9.003754,700,-98.20361968785494,-30.65588062696825
mh7084,241.8607,13.966312,700,-97.92213196669816,-30.35750386573658
mh7085,263.5888,13.869541,700,-95.66132511068336,-30.47058872895607
mh7086,162.57834,9.793866,900,-94.09119543058722,-30.25684926415282
mh7087,640.613,17.817982,1300,-93.05966149182996,-29.05128993704881
mh7088,112.972595,7.4349656,800,-94.0452254522,-28.59121573561864
mh7089,427.4919,24.420202,1100,-93.99676580985712,-27.37427859831625
mh7090,159.5118,10.133233,800,-95.22332695032264,-26.97915599034904
mh7091,318.6316,21.799364,700,-93.19162319243073,-28.32868908195922
mh7092,237.1217,11.622397,900,-93.33343568663052,-28.21786430054975
mh7093,316.0575,19.610628,900,-93.10773781692453,-28.37937218282926
mh7094,210.93188,15.614916,1000,-90.28006869011202,-28.60694427238342
mh7095,154.69208,17.02657,1400,-90.45441143694998,-28.57741342462266
mh7096,102.10756,11.232162,1300,-90.54666424861392,-28.17898198485194
mh7097,207.97717,17.032537,1400,-90.74178266475316,-28.52116493945625
mh7098,542.67957,29.575739,1100,-92.30520422119464,-26.2731830176214
mh7099,486.64734,10.412029,1000,-94.77017926572334,-25.9373175681802
mh7100,463.6149,19.58318,1200,-91.77793078556648,-25.58742248291974
mh7101,183.64531,19.754831,800,-95.1338585546806,-25.39316228201266
mh7102,324.04077,20.140303,1000,-92.69132859339058,-25.05737195449633
mh7103,363.62466,16.851118,1000,-92.93049341631516,-25.02930182092595
mh7104,235.20837,15.840749,900,-92.8096085709951,-24.88562134645817
mh7105,197.11322,10.849863,1300,-90.43707876193092,-27.01184133402182
mh7106,275.6805,17.645681,1000,-90.7472318443506,-24.58301200734536
mh7107,131.37697,8.625387,1200,-93.50878594763472,-24.48613512263833
mh7108,241.90686,10.997254,1100,-91.90086164188855,-24.86425080591782
mh7109,86.41122,4.742157,1100,-92.05648463115578,-23.69482613129637
mh7110,146.87604,14.048678,1100,-94.90043827032524,-24.31643978260844
mh7111,542.36664,12.554315,1800,-102.0835556283345,-26.27156815787547
mh7112,107.351494,11.516395,900,-98.683848353472,-27.16133960007273
mh7113,168.68918,7.879032,700,-99.2125253058814,-27.74628450964897
mh7114,69.323494,7.796849,900,-98.85550967457776,-27.87516826016019
mh7115,167.46991,9.411634,1100,-98.89786316380793,-27.42486274081778
mh7116,201.14296,6.997386,800,-98.81740044201618,-26.98264723470847
mh7117,257.11707,10.577998,1000,-98.9638081629304,-26.16467468785114
mh7118,324.5582,8.719795,900,-99.35996713692506,-26.33083494903257
mh7119,281.4075,11.849293,1100,-99.78282701922058,-26.12307989826451
mh7120,195.30359,12.429082,800,-99.66799570030167,-28.75481290710994
mh7121,156.16255,13.450329,1500,-100.4561834795494,-29.28903129997811
mh7122,143.55557,10.436457,900,-96.999759436134,-27.2904772700177
mh7123,115.60497,9.844473,1000,-97.71976978010184,-27.35636336671959
mh7124,81.59386,8.250679,900,-97.84362587418384,-27.32331539265081
mh7125,124.90561,7.1048484,1000,-98.25610814410638,-28.59213383929783
mh7126,159.77875,11.269039,1000,-97.74496292747877,-30.02658109095179
mh7127,156.577,11.710634,900,-96.81120378521416,-30.08756011660005
mh7128,97.140884,5.7729445,700,-105.3069690416182,-30.27768305910058
mh7129,158.36673,12.458604,1600,-105.5521386412348,-29.36550681468974
mh7130,264.82834,22.448078,700,-105.1424774099636,-28.10722940175251
mh7131,351.11285,20.783354,600,-104.088878195176,-27.68999912550098
mh7132,300.9821,19.668247,900,-104.6633257770288,-28.01461258155538
mh7133,234.31956,21.812387,1000,-105.2495144004191,-27.96478256627768
mh7134,244.2321,21.397661,600,-104.1976223982222,-27.93645066538068
mh7135,79.163635,6.459277,700,-109.8556897188414,-30.36511694805519
mh7136,70.47453,5.981617,700,-109.6840896290634,-30.33861108478608
mh7137,73.6694,4.282067,500,-109.6823928666369,-30.50049735913205
mh7138,112.92609,6.153164,600,-111.5382260789001,-29.97195656156217
mh7139,146.99802,8.725636,900,-107.3878553118668,-29.0815605916079
mh7140,79.73879,6.1002836,700,-107.9425341123882,-28.52523521578859
mh7141,148.5398,11.902391,1800,-106.6699616923518,-28.21587423152165
mh7142,105.743835,10.481497,900,-111.9212191777784,-28.28233563487588
mh7143,178.90016,9.688333,900,-111.9792791137099,-27.0086343002789
mh7144,198.39458,11.09476,600,-110.5444187214569,-28.25559129131357
mh7145,137.24782,9.417995,1000,-110.440957264683,-28.1865039545111
mh7146,172.59367,9.693807,800,-110.3447241445494,-28.07510723727548
mh7147,115.76261,6.5298033,800,-111.4638331164607,-27.86032136798597
mh7148,91.453545,6.510451,500,-112.6784804694413,-27.42168499506959
mh7149,141.86122,8.136774,1100,-111.335860255173,-27.0389117245402
mh7150,114.82802,5.971962,800,-110.321689036992,-26.49628503323756
mh7151,239.7939,12.979087,1100,-107.524017254408,-27.75765067992297
mh7152,209.26033,22.502058,700,-104.8802513172008,-28.11884094938371
mh7153,211.77905,9.351505,800,-107.5249745984857,-26.08317267412993
mh7154,77.746735,4.833243,900,-107.3861481250373,-25.8215484054102
mh7155,635.26495,18.695065,900,-104.8857601925107,-27.16240880965325
mh7156,217.11783,17.32389,1000,-103.8378891615649,-27.03885731313482
mh7157,158.09398,9.904167,900,-103.1541151088376,-26.67100974824079
mh7158,242.72707,14.968987,900,-101.3314231491292,-27.30308385720544
mh7159,244.74718,12.231088,700,-101.0658908597889,-27.09062163810059
mh7160,66.23975,3.9229155,700,-114.4146284981535,-29.36376604044872
mh7161,92.736336,6.549253,700,-113.2418796054607,-30.56932829049833
mh7162,65.57229,3.536294,900,-119.7618841783007,-29.27827384105923
mh7163,91.39327,8.3254,1000,-119.8604405425099,-30.03534732796405
mh7164,67.29559,4.22556,900,-116.3084708688601,-23.52699585019213
mh7165,316.808,18.173363,700,-116.5827210002834,-27.36122335908366
mh7166,165.01816,11.093192,1000,-119.7742907514915,-27.23774897297699
mh7167,168.42694,11.228739,800,-119.8430691417318,-27.12855637425708
mh7168,138.7534,10.114233,700,-119.7698446331414,-26.9881077711084
mh7169,184.39891,10.036029,900,-119.8130870787587,-23.79263653348556
mh7170,152.55577,12.874463,800,-116.3079942233867,-24.79719796214203
mh7171,346.08557,20.11648,1000,-116.1149560802011,-25.15541752403536
mh7172,145.66364,11.99053,700,-116.2719403567505,-25.28646482850444
mh7173,56.629272,3.5096855,700,-117.7279841147744,-22.45454098110725
mh7174,87.16428,5.5893908,800,-118.1253139386566,-23.29376883620481
mh7175,148.92131,6.6121845,800,-119.6833250328011,-21.582673657138
mh7176,75.39343,4.1828456,500,-115.3827579329776,-21.36179086554602
mh7177,60.269714,5.0505176,700,-117.1722994196972,-17.64023717442072
mh7178,74.79927,4.978008,600,-117.8878156656379,-17.06515602004692
mh7179,84.28487,5.3634086,800,-115.2482648765455,-18.25027830149182
mh7180,102.82135,6.589386,800,-114.7347220194139,-18.90973287850132
mh7181,58.08346,3.8718343,600,-114.0404731069797,-19.00677540339628
mh7182,73.72207,4.3377724,400,-114.1972288076578,-18.88603786170674
mh7183,203.79488,10.513328,1100,-116.9803638384744,-15.38906744337235
mh7184,100.00998,8.591695,1200,-116.7578358827741,-17.13285980174456
mh7185,84.73388,8.235676,600,-116.8087020724921,-13.50706229265534
mh7186,86.60233,7.794889,1000,-118.9002335374669,-13.6490633343516
mh7187,77.36613,4.9375343,500,-115.1428621893784,-15.61942031764691
mh7188,48.91693,3.2170975,500,-116.3224912482753,-16.31364113205071
mh7189,205.38535,13.997772,1000,-114.1182883134476,-13.50992404717745
mh7190,62.047134,6.2742577,700,-112.3400143277881,-11.38462983892145
mh7191,73.721344,6.588379,900,-111.2070057450323,-11.46555877584082
